,y,x,osmid,highway,geometry
6192623090,1.393658,103.9127071,6192623090,,POINT (103.9127071 1.393658)
6192623091,1.3954139,103.917071,6192623091,,POINT (103.917071 1.3954139)
2274881012,1.4008596,103.914581,2274881012,,POINT (103.914581 1.4008596)
6192623093,1.3953397,103.9169447,6192623093,,POINT (103.9169447 1.3953397)
6192623094,1.3952218,103.9168578,6192623094,,POINT (103.9168578 1.3952218)
5177282037,1.4018896,103.902586,5177282037,,POINT (103.902586 1.4018896)
6192623096,1.3934432,103.9156379,6192623096,,POINT (103.9156379 1.3934432)
6192623097,1.3935976,103.9152682,6192623097,,POINT (103.9152682 1.3935976)
5177282039,1.4023821,103.9026262,5177282039,,POINT (103.9026262 1.4023821)
6192623099,1.3951115,103.9168384,6192623099,,POINT (103.9168384 1.3951115)
5177282040,1.4023438,103.9025131,5177282040,,POINT (103.9025131 1.4023438)
5177282041,1.4024117,103.9023996,5177282041,,POINT (103.9023996 1.4024117)
6192623102,1.3943279,103.9162717,6192623102,,POINT (103.9162717 1.3943279)
6192623103,1.4020923,103.9127701,6192623103,,POINT (103.9127701 1.4020923)
5177282042,1.401812,103.9014912,5177282042,,POINT (103.9014912 1.401812)
5177282043,1.4019651,103.9015454,5177282043,,POINT (103.9015454 1.4019651)
5177282044,1.4025802,103.9012311,5177282044,,POINT (103.9012311 1.4025802)
6192623108,1.4022813,103.9130561,6192623108,crossing,POINT (103.9130561 1.4022813)
6192623109,1.4056183,103.9083814,6192623109,crossing,POINT (103.9083814 1.4056183)
3048541703,1.4056088,103.9062771,3048541703,,POINT (103.9062771 1.4056088)
3048541704,1.4054018,103.9061806,3048541704,,POINT (103.9061806 1.4054018)
4004974089,1.4032299,103.8938732,4004974089,,POINT (103.8938732 1.4032299)
4004974090,1.4032334,103.8938505,4004974090,,POINT (103.8938505 1.4032334)
6192623115,1.4047445,103.9090236,6192623115,,POINT (103.9090236 1.4047445)
4004974091,1.4034248,103.8959348,4004974091,,POINT (103.8959348 1.4034248)
4004974093,1.4034189,103.8927829,4004974093,,POINT (103.8927829 1.4034189)
4004974094,1.4037437,103.8939345,4004974094,,POINT (103.8939345 1.4037437)
4004974092,1.4034117,103.8928442,4004974092,,POINT (103.8928442 1.4034117)
5218598422,1.4051102,103.9140325,5218598422,,POINT (103.9140325 1.4051102)
5177282073,1.4020411,103.901377,5177282073,,POINT (103.901377 1.4020411)
5218598426,1.4060113,103.9118389,5218598426,,POINT (103.9118389 1.4060113)
5218598430,1.4062487,103.9127606,5218598430,,POINT (103.9127606 1.4062487)
5218598431,1.4063207,103.9126607,5218598431,,POINT (103.9126607 1.4063207)
4004994591,1.4060407,103.897594,4004994591,,POINT (103.897594 1.4060407)
5218598433,1.4055866,103.9123015,5218598433,,POINT (103.9123015 1.4055866)
5218598438,1.4057851,103.9122858,5218598438,,POINT (103.9122858 1.4057851)
5218598441,1.4060612,103.9129466,5218598441,,POINT (103.9129466 1.4060612)
5218598442,1.4061346,103.9128349,5218598442,,POINT (103.9128349 1.4061346)
5218520627,1.3995832,103.9143222,5218520627,,POINT (103.9143222 1.3995832)
5218598453,1.4053646,103.9124475,5218598453,,POINT (103.9124475 1.4053646)
5218598454,1.405165,103.9127288,5218598454,,POINT (103.9127288 1.405165)
5218598455,1.4054443,103.9123351,5218598455,,POINT (103.9123351 1.4054443)
5218598456,1.4032839,103.9165704,5218598456,,POINT (103.9165704 1.4032839)
5218598457,1.4033495,103.9164857,5218598457,,POINT (103.9164857 1.4033495)
5177282038,1.4022792,103.9028007,5177282038,,POINT (103.9028007 1.4022792)
2274881092,1.4010881,103.8983903,2274881092,,POINT (103.8983903 1.4010881)
5218598469,1.4040902,103.9154027,5218598469,,POINT (103.9154027 1.4040902)
2274872914,1.3946564,103.9156675,2274872914,,POINT (103.9156675 1.3946564)
2274881112,1.4010518,103.9087462,2274881112,,POINT (103.9087462 1.4010518)
6769999448,1.4103835,103.902511,6769999448,,POINT (103.902511 1.4103835)
5218598490,1.402906,103.916156,5218598490,,POINT (103.916156 1.402906)
5218598494,1.4026332,103.9162513,5218598494,,POINT (103.9162513 1.4026332)
5218598495,1.4017988,103.9189923,5218598495,,POINT (103.9189923 1.4017988)
4698074724,1.3980674,103.9070194,4698074724,,POINT (103.9070194 1.3980674)
6056218214,1.3916855,103.9115024,6056218214,,POINT (103.9115024 1.3916855)
4698074728,1.3984727,103.9068999,4698074728,,POINT (103.9068999 1.3984727)
4698074729,1.3980253,103.9073965,4698074729,,POINT (103.9073965 1.3980253)
6056218219,1.3914251,103.9120803,6056218219,,POINT (103.9120803 1.3914251)
6056218220,1.3994482,103.9041853,6056218220,,POINT (103.9041853 1.3994482)
4698074733,1.3979492,103.9070516,4698074733,,POINT (103.9070516 1.3979492)
4698074734,1.398564,103.907458,4698074734,,POINT (103.907458 1.398564)
5218598508,1.4000455,103.9199941,5218598508,,POINT (103.9199941 1.4000455)
5218598509,1.4001296,103.9198624,5218598509,,POINT (103.9198624 1.4001296)
4698074738,1.3981835,103.9075169,4698074738,,POINT (103.9075169 1.3981835)
4698082936,1.4105337,103.904323,4698082936,,POINT (103.904323 1.4105337)
5178392191,1.4036522,103.8950709,5178392191,,POINT (103.8950709 1.4036522)
5178392194,1.4039893,103.8948543,5178392194,,POINT (103.8948543 1.4039893)
5178392195,1.4039029,103.8947783,5178392195,,POINT (103.8947783 1.4039029)
5181566596,1.4064628,103.897064,5181566596,,POINT (103.897064 1.4064628)
5181566599,1.4068171,103.897665,5181566599,,POINT (103.897665 1.4068171)
5178392199,1.4037389,103.8944827,5178392199,,POINT (103.8944827 1.4037389)
5178392200,1.4036446,103.8945508,5178392200,,POINT (103.8945508 1.4036446)
5178392203,1.4035363,103.8946509,5178392203,,POINT (103.8946509 1.4035363)
5178392204,1.4033667,103.8947049,5178392204,,POINT (103.8947049 1.4033667)
5178392205,1.4035374,103.8953179,5178392205,,POINT (103.8953179 1.4035374)
368930446,1.4174388,103.9042128,368930446,,POINT (103.9042128 1.4174388)
5178392209,1.4034067,103.8948023,5178392209,,POINT (103.8948023 1.4034067)
4463906452,1.4068843,103.9052635,4463906452,,POINT (103.9052635 1.4068843)
368930452,1.4155865,103.9053203,368930452,,POINT (103.9053203 1.4155865)
4587589271,1.3978571,103.9189873,4587589271,,POINT (103.9189873 1.3978571)
4587589274,1.3983128,103.9189459,4587589274,,POINT (103.9189459 1.3983128)
4587589275,1.3976918,103.9185163,4587589275,,POINT (103.9185163 1.3976918)
1840905884,1.3924432,103.915834,1840905884,,POINT (103.915834 1.3924432)
368918172,1.3992664,103.9023044,368918172,,POINT (103.9023044 1.3992664)
4587589278,1.3977145,103.9190383,4587589278,,POINT (103.9190383 1.3977145)
4587589279,1.3983063,103.9187584,4587589279,,POINT (103.9187584 1.3983063)
4587589282,1.3982663,103.9184148,4587589282,,POINT (103.9184148 1.3982663)
4587589283,1.3981387,103.9183691,4587589283,,POINT (103.9183691 1.3981387)
368918178,1.3990695,103.9023587,368918178,,POINT (103.9023587 1.3990695)
368918181,1.4007421,103.901586,368918181,,POINT (103.901586 1.4007421)
4587589286,1.3977989,103.918396,4587589286,,POINT (103.918396 1.3977989)
1840905895,1.392726,103.9159571,1840905895,,POINT (103.9159571 1.392726)
1840905904,1.3931292,103.9152363,1840905904,,POINT (103.9152363 1.3931292)
1840905905,1.3929872,103.9168857,1840905905,,POINT (103.9168857 1.3929872)
5282885299,1.4045507,103.9070945,5282885299,,POINT (103.9070945 1.4045507)
2274881206,1.4012536,103.9092274,2274881206,,POINT (103.9092274 1.4012536)
5282885302,1.4039609,103.9066873,5282885302,,POINT (103.9066873 1.4039609)
1840905911,1.3932309,103.9168324,1840905911,,POINT (103.9168324 1.3932309)
1840905915,1.3933067,103.9171056,1840905915,,POINT (103.9171056 1.3933067)
1712357052,1.4168047,103.9064891,1712357052,,POINT (103.9064891 1.4168047)
1840905917,1.3933317,103.9166899,1840905917,,POINT (103.9166899 1.3933317)
1840905920,1.3935261,103.9155213,1840905920,,POINT (103.9155213 1.3935261)
6589431488,1.4047263,103.9070385,6589431488,,POINT (103.9070385 1.4047263)
2274881218,1.4012819,103.8989482,2274881218,,POINT (103.8989482 1.4012819)
5684534978,1.4028026,103.9118295,5684534978,,POINT (103.9118295 1.4028026)
1840905924,1.3939332,103.9171349,1840905924,,POINT (103.9171349 1.3939332)
5272661717,1.4031915,103.8925257,5272661717,,POINT (103.8925257 1.4031915)
1840905944,1.3940628,103.916335,1840905944,,POINT (103.916335 1.3940628)
5256748785,1.4152874,103.9056836,5256748785,,POINT (103.9056836 1.4152874)
6753119988,1.4016711,103.9184412,6753119988,,POINT (103.9184412 1.4016711)
4598898423,1.3989475,103.902192,4598898423,,POINT (103.902192 1.3989475)
5256748793,1.4139184,103.9048183,5256748793,,POINT (103.9048183 1.4139184)
5256748794,1.4085904,103.8980578,5256748794,,POINT (103.8980578 1.4085904)
5256748795,1.4083857,103.8982111,5256748795,,POINT (103.8982111 1.4083857)
4598898428,1.4006683,103.9035036,4598898428,,POINT (103.9035036 1.4006683)
2274881282,1.4011585,103.9088331,2274881282,,POINT (103.9088331 1.4011585)
5256748804,1.4084679,103.8981558,5256748804,,POINT (103.8981558 1.4084679)
4004994833,1.4061713,103.8989145,4004994833,,POINT (103.8989145 1.4061713)
368897810,1.3953869,103.9166314,368897810,traffic_signals,POINT (103.9166314 1.3953869)
4004994835,1.4063445,103.8989014,4004994835,,POINT (103.8989014 1.4063445)
6498180884,1.4029408,103.9047445,6498180884,,POINT (103.9047445 1.4029408)
5177257750,1.4009732,103.9034984,5177257750,,POINT (103.9034984 1.4009732)
4853608215,1.4042313,103.8912973,4853608215,traffic_signals,POINT (103.8912973 1.4042313)
5177257751,1.4018799,103.9039714,5177257751,,POINT (103.9039714 1.4018799)
5177257752,1.4008596,103.9034421,5177257752,,POINT (103.9034421 1.4008596)
5177257753,1.4017782,103.9057738,5177257753,,POINT (103.9057738 1.4017782)
5177257754,1.4018431,103.9056198,5177257754,,POINT (103.9056198 1.4018431)
4853608217,1.4040974,103.89148,4853608217,,POINT (103.89148 1.4040974)
4853608219,1.4039593,103.8912703,4853608219,,POINT (103.8912703 1.4039593)
5177257758,1.4032625,103.9052912,5177257758,,POINT (103.9052912 1.4032625)
4853608216,1.4026408,103.8911379,4853608216,traffic_signals,POINT (103.8911379 1.4026408)
6862954263,1.4011794,103.898019,6862954263,,POINT (103.898019 1.4011794)
6862954265,1.4004318,103.8973327,6862954265,,POINT (103.8973327 1.4004318)
2274881314,1.4012078,103.9093156,2274881314,,POINT (103.9093156 1.4012078)
1167544109,1.4062542,103.9006034,1167544109,,POINT (103.9006034 1.4062542)
5177257778,1.4018223,103.9045997,5177257778,turning_circle,POINT (103.9045997 1.4018223)
1167544116,1.4064235,103.9009379,1167544116,,POINT (103.9009379 1.4064235)
5218598723,1.3997277,103.9140204,5218598723,,POINT (103.9140204 1.3997277)
1167544136,1.4091749,103.9021503,1167544136,traffic_signals,POINT (103.9021503 1.4091749)
5280100169,1.3966161,103.9157528,5280100169,,POINT (103.9157528 1.3966161)
5280100170,1.3965088,103.9156571,5280100170,,POINT (103.9156571 1.3965088)
5280100171,1.3965412,103.9156227,5280100171,,POINT (103.9156227 1.3965412)
5218598731,1.3994391,103.913568,5218598731,,POINT (103.913568 1.3994391)
5218598732,1.3993241,103.9137324,5218598732,,POINT (103.9137324 1.3993241)
5218598739,1.4046621,103.9089985,5218598739,,POINT (103.9089985 1.4046621)
5218598740,1.4047697,103.9090723,5218598740,,POINT (103.9090723 1.4047697)
6620454742,1.3997914,103.9040861,6620454742,,POINT (103.9040861 1.3997914)
5256699735,1.3907323,103.9130513,5256699735,,POINT (103.9130513 1.3907323)
6620454743,1.4000873,103.9042281,6620454743,,POINT (103.9042281 1.4000873)
6620454744,1.3989446,103.9043023,6620454744,,POINT (103.9043023 1.3989446)
5256699741,1.3911761,103.9129816,5256699741,,POINT (103.9129816 1.3911761)
5218598750,1.4027391,103.9101667,5218598750,,POINT (103.9101667 1.4027391)
5256699743,1.3945965,103.912033,5256699743,,POINT (103.912033 1.3945965)
5218598751,1.4024644,103.9098449,5218598751,,POINT (103.9098449 1.4024644)
6620454753,1.3986221,103.9041581,6620454753,,POINT (103.9041581 1.3986221)
5218598754,1.4027725,103.9094362,5218598754,,POINT (103.9094362 1.4027725)
5218598755,1.4023675,103.9098339,5218598755,,POINT (103.9098339 1.4023675)
5218598756,1.4019293,103.9095076,5218598756,,POINT (103.9095076 1.4019293)
5218598757,1.4023182,103.9099899,5218598757,,POINT (103.9099899 1.4023182)
6620454756,1.3978354,103.9031795,6620454756,,POINT (103.9031795 1.3978354)
6620454755,1.3981677,103.9033437,6620454755,,POINT (103.9033437 1.3981677)
5256699752,1.3947177,103.9118959,5256699752,,POINT (103.9118959 1.3947177)
5256699753,1.3958388,103.9122666,5256699753,,POINT (103.9122666 1.3958388)
5256699754,1.3956473,103.9121179,5256699754,,POINT (103.9121179 1.3956473)
5218598764,1.4018092,103.9096253,5218598764,,POINT (103.9096253 1.4018092)
5256699758,1.3960764,103.9117263,5256699758,,POINT (103.9117263 1.3960764)
5218598768,1.4020262,103.9094687,5218598768,,POINT (103.9094687 1.4020262)
5218598769,1.4016905,103.9092199,5218598769,,POINT (103.9092199 1.4016905)
5256699763,1.3973353,103.9127147,5256699763,turning_loop,POINT (103.9127147 1.3973353)
5218598771,1.4046704,103.9095852,5218598771,,POINT (103.9095852 1.4046704)
5218598773,1.4047715,103.9096452,5218598773,,POINT (103.9096452 1.4047715)
5256699766,1.3973804,103.9124856,5256699766,,POINT (103.9124856 1.3973804)
5218598780,1.4055446,103.9109899,5218598780,,POINT (103.9109899 1.4055446)
4005007230,1.4050998,103.8956356,4005007230,,POINT (103.8956356 1.4050998)
5218598784,1.4044137,103.9101372,5218598784,,POINT (103.9101372 1.4044137)
4005007233,1.4057919,103.8951567,4005007233,,POINT (103.8951567 1.4057919)
5218598785,1.4043211,103.9100828,5218598785,,POINT (103.9100828 1.4043211)
5218598786,1.4011789,103.9146891,5218598786,,POINT (103.9146891 1.4011789)
5218598787,1.4017316,103.9138788,5218598787,,POINT (103.9138788 1.4017316)
5218598789,1.4016311,103.9138087,5218598789,,POINT (103.9138087 1.4016311)
5218598790,1.4020778,103.9144791,5218598790,,POINT (103.9144791 1.4020778)
5218598797,1.4015463,103.9153359,5218598797,,POINT (103.9153359 1.4015463)
6649847695,1.3962681,103.9162673,6649847695,,POINT (103.9162673 1.3962681)
5218598802,1.3998175,103.9179598,5218598802,,POINT (103.9179598 1.3998175)
4005003154,1.404177,103.8955417,4005003154,,POINT (103.8955417 1.404177)
4005003157,1.4043821,103.8956903,4005003157,,POINT (103.8956903 1.4043821)
5218598807,1.3995789,103.9170716,5218598807,,POINT (103.9170716 1.3995789)
4005003159,1.4043988,103.8955771,4005003159,,POINT (103.8955771 1.4043988)
5218598809,1.3993815,103.9169179,5218598809,,POINT (103.9169179 1.3993815)
4005003162,1.404655,103.8951777,4005003162,,POINT (103.8951777 1.404655)
4005003163,1.4047631,103.8968027,4005003163,,POINT (103.8968027 1.4047631)
4005003161,1.4046482,103.8952454,4005003161,,POINT (103.8952454 1.4046482)
4005003165,1.4050398,103.8962564,4005003165,,POINT (103.8962564 1.4050398)
4005003167,1.4054806,103.8972181,4005003167,,POINT (103.8972181 1.4054806)
4005003168,1.4055303,103.8970362,4005003168,,POINT (103.8970362 1.4055303)
4005003173,1.4057731,103.8962988,4005003173,,POINT (103.8962988 1.4057731)
4005003175,1.4060143,103.896339,4005003175,,POINT (103.896339 1.4060143)
4004986792,1.4030706,103.8986935,4004986792,,POINT (103.8986935 1.4030706)
4004986793,1.4031452,103.8994846,4004986793,,POINT (103.8994846 1.4031452)
368897966,1.3980923,103.9128445,368897966,traffic_signals,POINT (103.9128445 1.3980923)
4004986799,1.4035582,103.8980645,4004986799,,POINT (103.8980645 1.4035582)
4004986800,1.4036276,103.8987092,4004986800,,POINT (103.8987092 1.4036276)
4004986804,1.4038139,103.8997306,4004986804,,POINT (103.8997306 1.4038139)
6605725621,1.399467,103.9013261,6605725621,,POINT (103.9013261 1.399467)
4004986807,1.4039202,103.8997773,4004986807,,POINT (103.8997773 1.4039202)
3849482168,1.4120562,103.902932,3849482168,,POINT (103.902932 1.4120562)
4004986809,1.4039455,103.8993337,4004986809,,POINT (103.8993337 1.4039455)
4004986811,1.4039747,103.8971826,4004986811,,POINT (103.8971826 1.4039747)
4004986812,1.4040202,103.8993592,4004986812,,POINT (103.8993592 1.4040202)
4004986813,1.4041808,103.8972242,4004986813,,POINT (103.8972242 1.4041808)
4004986814,1.4042304,103.8970714,4004986814,,POINT (103.8970714 1.4042304)
4004986816,1.4042322,103.8983619,4004986816,,POINT (103.8983619 1.4042322)
4004986817,1.4045581,103.8973335,4004986817,,POINT (103.8973335 1.4045581)
3849482178,1.410298,103.902663,3849482178,,POINT (103.902663 1.410298)
4004986818,1.404639,103.8973569,4004986818,,POINT (103.8973569 1.404639)
3849482185,1.410637,103.9023633,3849482185,,POINT (103.9023633 1.410637)
3048521675,1.4066819,103.9051579,3048521675,,POINT (103.9051579 1.4066819)
5218422733,1.3950568,103.9166348,5218422733,,POINT (103.9166348 1.3950568)
5218422734,1.3956857,103.917078,5218422734,,POINT (103.917078 1.3956857)
5218422737,1.3946616,103.918238,5218422737,,POINT (103.918238 1.3946616)
5218422743,1.3945554,103.9180531,5218422743,,POINT (103.9180531 1.3945554)
4004970455,1.4023636,103.8921867,4004970455,,POINT (103.8921867 1.4023636)
4004970456,1.4023829,103.8953727,4004970456,,POINT (103.8953727 1.4023829)
4004970460,1.4023828,103.8929492,4004970460,,POINT (103.8929492 1.4023828)
4004970461,1.4024116,103.8918315,4004970461,,POINT (103.8918315 1.4024116)
4004970463,1.402453,103.8915481,4004970463,,POINT (103.8915481 1.402453)
4004970465,1.4025895,103.8937843,4004970465,,POINT (103.8937843 1.4025895)
4004970467,1.4024848,103.8922084,4004970467,,POINT (103.8922084 1.4024848)
4004970468,1.4024809,103.8926446,4004970468,,POINT (103.8926446 1.4024809)
4004970473,1.4025332,103.8910689,4004970473,,POINT (103.8910689 1.4025332)
4004970475,1.4025399,103.8918347,4004970475,,POINT (103.8918347 1.4025399)
5218349037,1.3927356,103.9139104,5218349037,,POINT (103.9139104 1.3927356)
5218349044,1.392869,103.9132952,5218349044,,POINT (103.9132952 1.392869)
5218349048,1.3931018,103.9134577,5218349048,,POINT (103.9134577 1.3931018)
5218349049,1.3923839,103.9129346,5218349049,,POINT (103.9129346 1.3923839)
